block,lot,parcel_number,property_address,address,tier,status,bos_district,point,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
3608,032,3608032,65 LIBERTY ST,"65 LIBERTY ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.422599233393 37.757373022068),52,52,3,5,20
1210,035,1210035,1935 HAYES ST,"1935 HAYES ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",5,POINT (-122.448351885252 37.773363929961),24,24,7,11,18
1153,006,1153006,1700 GOLDEN GATE AV,"1700 GOLDEN GATE AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.43894008925 37.778839463887),97,97,7,11,39
1001,014,1001014,2966 CLAY ST,"2966 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.44200615096 37.7899904132),102,102,8,6,30
1112,025,1112025,1 VEGA ST,"1 VEGA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.445712955751 37.77994072983),13,13,7,6,18
0524,006,0524006,2425 LARKIN ST,"2425 LARKIN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.42124591676 37.800244087635),107,107,4,6,32
4031,030,4031030,670 DE HARO ST,"670 DE HARO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.401586877939 37.761407367229),54,54,2,9,26
3502,084,3502084,80 ELGIN PK,"80 ELGIN PK, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.423393162185 37.770304496536),27,27,1,5,20
0679,025,0679025,2345 BUSH ST,"2345 BUSH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.435860737523 37.786426451079),103,103,4,6,30
0466A,033,0466A033,175 ALHAMBRA ST,"175 ALHAMBRA ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.439041984135 37.801557292935),17,17,4,6,13
3584,085,3584085,3951 18TH ST,"3951 18TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.431701484379 37.760843006643),52,52,3,5,5
0472,012,0472012,1430 FRANCISCO ST,"1430 FRANCISCO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.42885525951 37.802964604175),17,17,4,6,13
2041,027,2041027,1770 09TH AV,"1770 09TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",7,POINT (-122.465374516369 37.755307890573),44,44,10,8,14
1673,021,1673021,5400 FULTON ST,"5400 FULTON ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.489781011153 37.772567867597),8,8,8,4,29
1255,019,1255019,110 FREDERICK ST,"110 FREDERICK ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.44532654433 37.767606703984),25,25,7,11,3
0443A,021,0443A021,1745 BEACH ST,"1745 BEACH ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",2,POINT (-122.437932351857 37.803997482313),17,17,4,6,13
4035,005,4035005,324 CONNECTICUT ST,"324 CONNECTICUT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",10,POINT (-122.397761044096 37.762049973162),54,54,2,9,26
3533,041,3533041,132 CLINTON PK,"132 CLINTON PK, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.423125195338 37.769366922335),37,37,3,5,20
0145,012,0145012,556 BROADWAY,"556 BROADWAY , SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.406563908555 37.798183993599),106,106,6,3,23
2650,022,2650022,191 DOUGLASS ST,"191 DOUGLASS ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.439190126198 37.760827269546),115,115,3,5,5
0026,013,0026013,838 BAY ST,"838 BAY ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.421166725816 37.804952598579),98,98,6,6,32
0419A,004,0419A004,141 RETIRO WY,"141 RETIRO WY, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",2,POINT (-122.438049394825 37.805824529971),17,17,4,6,13
2617,033,2617033,964 ASHBURY ST,"964 ASHBURY ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.44550116214 37.764754955293),112,112,7,5,3
1040,006,1040006,29 PALM AV,"29 PALM AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.458361723036 37.785182339009),11,11,8,6,31
1220,009A,1220009A,1238 PAGE ST,"1238 PAGE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.441361869733 37.771961623102),112,112,7,11,3
0134,016,0134016,384 VALLEJO ST,"384 VALLEJO ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.403837412821 37.799378211374),18,18,6,3,23
1576,005M,1576005M,663 33RD AV,"663 33RD AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.493411420499 37.776584893774),8,8,8,4,29
0652,067,0652067,2158 PINE ST,"2158 PINE ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.431365776298 37.788526872954),102,102,4,6,30
4270,037,4270037,2961 24TH ST,"2961 24TH ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.411174336171 37.752443911066),53,53,3,2,20
1733,033,1733033,1242 18TH AV,"1242 18TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.475797668087 37.764643863584),109,109,10,7,14
0559,009,0559009,2807 STEINER ST,"2807 STEINER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.437109075983 37.795183458085),102,102,4,6,30
1346,002,1346002,1108 LAKE ST,"1108 LAKE ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.471405802099 37.786580289276),4,4,8,6,11
0945,015C,0945015C,2960 DIVISADERO ST,"2960 DIVISADERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.441933447765 37.79705310116),14,14,4,6,13
0819,006,0819006,528 FELL ST,"528 FELL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.426656098015 37.775647650106),22,22,4,11,9
1543,035,1543035,442 02ND AV,"442 02ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.459607116045 37.780336302566),5,5,8,4,11
0157,002,0157002,1545 TAYLOR ST,"1545 TAYLOR ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.413709473632 37.796749457638),107,107,6,3,21
6527,071,6527071,1069 CAPP ST,"1069 CAPP ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.416788866211 37.749611799733),53,53,3,2,20
0184,009,0184009,1312 JACKSON ST,"1312 JACKSON ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.416810353993 37.794901251971),16,16,6,3,32
0794,013,0794013,582 GROVE ST,"582 GROVE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.426192466842 37.777692139607),22,22,4,11,9
2799,019,2799019,571 BURNETT AV,"571 BURNETT AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.444130757805 37.752114525496),51,51,7,5,38
2058,010A,2058010A,1443 NORIEGA ST,"1443 NORIEGA ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",4,POINT (-122.479386909795 37.753889848747),39,39,10,7,35
0493,016,0493016,3250 WEBSTER ST,"3250 WEBSTER ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.434312479934 37.800719225391),17,17,4,6,13
3637,020,3637020,2697 MISSION ST,"2697 MISSION ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.418253623201 37.754000284748),53,53,3,2,20
0502,004,0502004,1400 GREENWICH ST,"1400 GREENWICH ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.422970958125 37.800804755126),107,107,4,6,32
0603,012,0603012,2426 BUCHANAN ST,"2426 BUCHANAN ST, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.430938218332 37.792710472816),102,102,4,6,30
0574,018,0574018,2160 VAN NESS AV,"2160 VAN NESS AV, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.423039422416 37.795604382234),105,105,4,3,32
3606,008,3606008,211 LIBERTY ST,"211 LIBERTY ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.426319519682 37.757153158248),52,52,3,5,5
0541,002,0541002,2925 BUCHANAN ST,"2925 BUCHANAN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.432333495706 37.796960365029),15,15,4,6,13
0548,001B,0548001B,2235 LARKIN ST,"2235 LARKIN ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.420961896052 37.798522048547),105,105,4,3,32
0755,006,0755006,1350 GOLDEN GATE AV,"1350 GOLDEN GATE AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.432947889338 37.77972403423),97,97,4,11,39
0982,067,0982067,2101 BAKER ST,"2101 BAKER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.444560852108 37.79053178776),102,102,8,6,30
1255,082,1255082,720 ASHBURY ST,"720 ASHBURY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.446303058151 37.768356620795),25,25,7,11,3
1547,037,1547037,550 05TH AV,"550 05TH AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.462676382962 37.778196030869),5,5,8,4,11
6771,028,6771028,295 MONTEREY BL,"295 MONTEREY BL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",7,POINT (-122.441873433318 37.731297432336),95,95,9,8,41
3589,062,3589062,141 LEXINGTON ST,"141 LEXINGTON ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",9,POINT (-122.420538974364 37.761062373604),53,53,3,2,20
1423,001,1423001,4801 CALIFORNIA ST,"4801 CALIFORNIA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.469089902482 37.784461760544),5,5,8,4,11
6803,010,6803010,10 CASTLE MANOR AV,"10 CASTLE MANOR AV, SAN FRANCISCO CA",3,"Work Complete, No CFC Issued yet",11,POINT (-122.430965399224 37.729452245237),94,94,9,1,28
0115,022,0115022,471 UNION ST,"471 UNION ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.407121768661 37.800504610393),106,106,6,3,23
6512,026,6512026,1286 GUERRERO ST,"1286 GUERRERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423067964444 37.750673584806),52,52,3,5,20
1267,014,1267014,126 CARL ST,"126 CARL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.450859966766 37.765971857047),29,29,7,11,3
0520,036,0520036,1741 GREENWICH ST,"1741 GREENWICH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.428323070601 37.799665069048),15,15,4,6,13
6600,013,6600013,150 28TH ST,"150 28TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.425809929043 37.745628429965),84,84,9,5,22
1211,023,1211023,1994 FELL ST,"1994 FELL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.45066600148 37.772637291017),24,24,7,11,18
2616,042,2616042,543 BUENA VISTA TR,"543 BUENA VISTA TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.44338814234 37.766166508198),112,112,7,5,3
1152,001,1152001,1901 TURK ST,"1901 TURK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.440651962498 37.779262296824),97,97,7,11,39
1155,008,1155008,1530 MCALLISTER ST,"1530 MCALLISTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.437300157558 37.778216049661),97,97,4,11,39
1522,003,1522003,431 22ND AV,"431 22ND AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.48179746979 37.779555901965),8,8,8,4,29
0660,001,0660001,1843 WEBSTER ST,"1843 WEBSTER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.432121144775 37.787911239111),101,101,4,11,30
3590,018,3590018,396 CAPP ST,"396 CAPP ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.418357496778 37.76041605612),53,53,3,2,20
0054,017A,0054017A,175 PFEIFFER ST,"175 PFEIFFER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.409558988144 37.804592566835),106,106,6,3,23
1407,008,1407008,343 26TH AV,"343 26TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.486346837316 37.782971946223),8,8,8,4,29
0498,009,0498009,2805 VAN NESS AV,"2805 VAN NESS AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.424972761407 37.801526917496),17,17,4,6,13
1270,030,1270030,864 ASHBURY ST,"864 ASHBURY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.445865723086 37.766245802503),112,112,7,5,3
3537,033,3537033,81 SANCHEZ ST,"81 SANCHEZ ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.430944275008 37.767870395071),28,28,7,5,5
3568,045,3568045,467 GUERRERO ST,"467 GUERRERO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423666413285 37.763719763428),37,37,3,5,20
0183,007,0183007,1200 JACKSON ST,"1200 JACKSON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.415120357778 37.79508503998),16,16,6,3,21
2719B,007,2719B007,150 GRAYSTONE TR,"150 GRAYSTONE TR, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.446299321472 37.757171966773),47,47,7,5,5
3502,086,3502086,88 ELGIN PARK,"88 ELGIN PARK, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423378747413 37.770153882168),27,27,1,5,20
1271,002,1271002,859 CLAYTON ST,"859 CLAYTON ST, SAN FRANCISCO CA",3,Non-Compliant,5,POINT (-122.448072216248 37.765839167),29,29,7,11,3
1222,034,1222034,1519 OAK ST,"1519 OAK ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.444394789333 37.77199142915),25,25,7,11,3
1667,021,1667021,895 24TH AV,"895 24TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.483314787636 37.77286125905),8,8,8,4,29
6418,066,6418066,1520 GENEVA AVE,"1520 GENEVA AVE, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",11,POINT (-122.431474784185 37.712290528249),58,58,9,1,7
1801,051,1801051,1319 46TH AV,"1319 46TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",4,POINT (-122.506355722241 37.761820519971),39,39,10,7,35
1548,042,1548042,530 06TH AVE,"530 06TH AVE, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.463773247648 37.778510736346),5,5,8,4,11
1243,002,1243002,91 CENTRAL AV,"91 CENTRAL AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.443911397543 37.770158241424),25,25,7,11,3
6520,002,6520002,2808 FOLSOM ST,"2808 FOLSOM ST, SAN FRANCISCO CA",3,Non-Compliant,9,POINT (-122.414253194539 37.752194009893),53,53,3,2,20
3554,042,3554042,165 JULIAN AV,"165 JULIAN AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",9,POINT (-122.420711057774 37.765595500876),53,53,3,2,20
6637,038,6637038,119 DAY ST,"119 DAY ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.425063555226 37.742745189159),84,84,9,5,22
0847,001,0847001,399 STEINER ST,"399 STEINER ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.432407964863 37.772600780005),26,26,4,11,3
1544,001,1544001,1003 ANZA ST,"1003 ANZA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.459061339193 37.779180552964),5,5,8,4,11
0144,027,0144027,471 VALLEJO ST,"471 VALLEJO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.405100084434 37.798753090396),106,106,6,3,23
0572,021,0572021,1473 VALLEJO ST,"1473 VALLEJO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.421414462079 37.796750998368),105,105,4,3,32
1805,028,1805028,1468 LA PLAYA,"1468 LA PLAYA , SAN FRANCISCO CA",4,"Work Complete, CFC Issued",4,POINT (-122.508721908657 37.759022962579),39,39,10,7,35
0066,002,0066002,2227 TAYLOR ST,"2227 TAYLOR ST , SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",3,POINT (-122.415008505585 37.802968532388),107,107,6,3,32
1000,013,1000013,3014 CLAY ST,"3014 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.44326636484 37.789831038797),102,102,8,6,30
3579,022,3579022,3697 17TH ST,"3697 17TH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",8,POINT (-122.428288707572 37.762652502185),37,37,3,5,5
0180,006,0180006,1201 POWELL ST,"1201 POWELL ST, SAN FRANCISCO CA",4,Non-Compliant,3,POINT (-122.410130891703 37.795713127991),16,16,6,3,6
1745,015,1745015,1226 06TH AV,"1226 06TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.462866673496 37.765521912872),109,109,7,11,14
0620,023,0620023,1659 WASHINGTON ST,"1659 WASHINGTON ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.42054663976 37.793076511132),105,105,4,3,32
1557,011,1557011,577 14TH AV,"577 14TH AV, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.472955012717 37.777329632552),5,5,8,4,29
1274,027,1274027,257 CARL ST,"257 CARL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.453655897012 37.765040794129),110,110,7,11,14
0125,007,0125007,1250 VALLEJO ST,"1250 VALLEJO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.417983500255 37.797707302725),107,107,6,3,32
1276,015,1276015,189 PARNASSUS AV,"189 PARNASSUS AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.452074617734 37.764309485369),114,114,7,11,3
0624,013,0624013,1945 CLAY ST,"1945 CLAY ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.425069929741 37.791597196746),102,102,4,6,30
0146,002,0146002,301 COLUMBUS AV,"301 COLUMBUS AV, SAN FRANCISCO CA",4,Non-Compliant,3,POINT (-122.407216030684 37.797982716987),106,106,6,3,6
1872,011,1872011,1595 26TH AV,"1595 26TH AV, SAN FRANCISCO CA",1,"Work Complete, CFC Issued",4,POINT (-122.48442878875 37.757875696091),39,39,10,7,35
0418A,010,0418A010,35 CASA WY,"35 CASA WY, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.438860050553 37.805283820958),17,17,4,6,13
1748,012,1748012,144 HUGO ST,"144 HUGO ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.459685754417 37.765399283224),109,109,7,11,14
2364,019,2364019,2395 35TH AV,"2395 35TH AV, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",4,POINT (-122.493031082331 37.742534794683),40,40,10,7,35
0929,030,0929030,2295 FRANCISCO ST,"2295 FRANCISCO ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.44270908276 37.800784486605),17,17,4,6,13
1112,013,1112013,2200 TURK BL,"2200 TURK BL, SAN FRANCISCO CA",3,Non-Compliant,2,POINT (-122.44547148018 37.779096117852),13,13,7,6,18
1640,045,1640045,622 05TH AV,"622 05TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.462575263458 37.776810422491),5,5,8,4,11
3511,040,3511040,48 LAFAYETTE ST,"48 LAFAYETTE ST, SAN FRANCISCO CA",3,Non-Compliant,6,POINT (-122.417282624592 37.772826583102),32,32,1,10,20
2779,030,2779030,455 BURNETT AV,"455 BURNETT AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.443928659965 37.753834551348),51,51,7,5,38
0187,007,0187007,1400 WASHINGTON ST,"1400 WASHINGTON ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.416620828822 37.794016095855),16,16,6,3,32
0793,031,0793031,417 FULTON ST,"417 FULTON ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.423688127379 37.77852575583),22,22,4,11,9
1015,032,1015032,200 ARGUELLO BL,"200 ARGUELLO BL, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.458896779973 37.786503452374),10,10,8,6,31
0644,023,0644023,1637 SACRAMENTO ST,"1637 SACRAMENTO ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",3,POINT (-122.41981801209 37.791369205915),105,105,4,3,21
0156,022,0156022,1610 LEAVENWORTH ST,"1610 LEAVENWORTH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.416481832795 37.795852020057),107,107,6,3,21
0817,034,0817034,332 FELL ST,"332 FELL ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.423467283953 37.776055860661),22,22,4,11,9
1443,029,1443029,356 12TH AV,"356 12TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.470440409061 37.781635552982),5,5,8,4,11
1856,001,1856001,1501 10TH AV,"1501 10TH AV, SAN FRANCISCO CA",3,Non-Compliant,7,POINT (-122.467282892002 37.760009882161),109,109,10,8,14
1412,014,1412014,295 21ST AV,"295 21ST AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",1,POINT (-122.480832709303 37.782452101451),8,8,8,4,29
3585,088,3585088,3875 18TH ST,"3875 18TH ST, SAN FRANCISCO CA",3,Non-Compliant,8,POINT (-122.429852949747 37.760954629403),52,52,3,5,5
1138,012,1138012,2990 TURK ST,"2990 TURK ST, SAN FRANCISCO CA",3,Non-Compliant,1,POINT (-122.454944729182 37.777866592469),12,12,7,4,18
3608,005,3608005,956 VALENCIA ST,"956 VALENCIA ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.421466410789 37.757497823201),52,52,3,5,20
2631,001,2631001,251 PARNASSUS AV,"251 PARNASSUS AV, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.453657300484 37.764135880209),110,110,7,11,14
0251,027,0251027,1355 CALIFORNIA ST,"1355 CALIFORNIA ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.416601994455 37.790773760634),16,16,6,3,21
3567,038,3567038,3255 16TH ST,"3255 16TH ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.425276692696 37.764452665878),37,37,3,5,20
6544,021,6544021,660 CLIPPER ST,"660 CLIPPER ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",8,POINT (-122.439073070857 37.748876223386),51,51,3,5,22
1775,052,1775052,1307 20TH AV,"1307 20TH AV, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",4,POINT (-122.478512560527 37.763221713548),39,39,10,7,35
1151,006,1151006,821 BAKER ST,"821 BAKER ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",5,POINT (-122.442333797564 37.77866474045),97,97,7,11,18
0603,003A,0603003A,2323 LAGUNA ST,"2323 LAGUNA ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.429739356405 37.792415586213),102,102,4,6,30
0494,015,0494015,1755 CHESTNUT ST,"1755 CHESTNUT ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",2,POINT (-122.432181688134 37.801073266154),17,17,4,6,13
0938,019,0938019,2640 GREENWICH ST,"2640 GREENWICH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.443223104159 37.798302685846),14,14,4,6,13
3533,073,3533073,45 BROSNAN ST,"45 BROSNAN ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",8,POINT (-122.423318044625 37.768550432566),37,37,3,5,20
1456,048,1456048,418 25TH AV,"418 25TH AV, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",1,POINT (-122.48451823762 37.781617307821),8,8,8,4,29
0121,003,0121003,1931 JONES ST,"1931 JONES ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.415913510228 37.799234086643),107,107,6,3,32
0184,006,0184006,1535 LEAVENWORTH ST,"1535 LEAVENWORTH ST, SAN FRANCISCO CA",3,Non-Compliant,3,POINT (-122.416802472176 37.795179712657),16,16,6,3,32
0248,018,0248018,1140 HYDE ST,"1140 HYDE ST, SAN FRANCISCO CA",3,"Work Complete, CFC Issued",3,POINT (-122.417247695695 37.791627031064),16,16,6,3,21
1053,032,1053032,2729 BUSH ST,"2729 BUSH ST, SAN FRANCISCO CA",4,"Work Complete, CFC Issued",2,POINT (-122.44228739008 37.785609653699),103,103,8,6,30
6720,003,6720003,3910 MISSION ST,"3910 MISSION ST, SAN FRANCISCO CA",4,"Permit Submitted, CFC Required by 9/15/20",8,POINT (-122.425420756661 37.735095129479),93,93,9,5,2
0729,045,0729045,1801 ELLIS ST,"1801 ELLIS ST, SAN FRANCISCO CA",2,"Work Complete, CFC Issued",5,POINT (-122.436039011439 37.781739498567),97,97,4,11,39
